group,object_name,label,table_column,type,allowed_values,purpose,how_it_works,used_in,confidence,notes
Altro > Anagrafiche > Listini di vendita,Check19,Gestione listino vendita AZIENDALE tramite  il listino azienda/articolo  (u_lis_av)  in funzione del TIPO LISTINO  presente in anagrafica clienti,U_AZI_PA.AZI_LISAV,boolean,,Gestione listino vendita AZIENDALE tramite  il listino azienda/articolo  (u_lis_av)  in funzione del TIPO LISTINO  presente in anagrafica clienti,Caricato all'avvio in PUB_LISAV (APPLILIB.AQUADOCU); condiziona applilib_sergio.prg.OK_LIST: `IF PUB_LISAV`,APPLILIB.PRG (AQUADOCU);applilib_sergio.prg (OK_LIST);applilib_sergio.prg (OK_LISAV);AGGIORNA_PREZZI_STD_CON_PRZ_MED_POND.PRG,ALTA,
Altro > Anagrafiche > Listini di vendita,Check21,Gestione listino vendite dirette al banco,U_AZI_PB.AZI_LISBANCO,boolean,,Gestione listino vendite dirette al banco,Caricato all'avvio in PUB_LISBANCO (APPLILIB.AQUADOCU); condiziona STARTUP_MODIFICHE: `PUB_LISBANCO = .F.`,APPLILIB.PRG (AQUADOCU);STARTUP_MODIFICHE.PRG;schedulerlib.PRG (AQUADOCU),ALTA,
Altro > Anagrafiche > Listini di vendita,Check14,Gestione listino vendita zone italia/estero,U_AZI_PB.AZI_LISZONAIE,boolean,,Gestione listino vendita zone italia/estero,"Caricato all'avvio in PUB_LISZONAIE (APPLILIB.AQUADOCU); condiziona AGGIORNA_PREZZI_STD_CON_PRZ_MED_POND: `PUB_LISZONAIE,PUB_LISMDB,PUB_LIS14,PUB_PRZDIB,PUB_CSTSEC,PUB_NONVAL`",APPLILIB.PRG (AQUADOCU);AGGIORNA_PREZZI_STD_CON_PRZ_MED_POND.PRG,ALTA,
Altro > Anagrafiche > Listini di vendita,Check17,Gestione listino vendita in base ai contratti MDB per la messa disposizione bombole,U_AZI_PB.AZI_LISMDB,boolean,,Gestione listino vendita in base ai contratti MDB per la messa disposizione bombole,"Caricato all'avvio in PUB_LISMDB (APPLILIB.AQUADOCU); condiziona AGGIORNA_PREZZI_STD_CON_PRZ_MED_POND: `PUB_LISZONAIE,PUB_LISMDB,PUB_LIS14,PUB_PRZDIB,PUB_CSTSEC,PUB_NONVAL`",APPLILIB.PRG (AQUADOCU);AGGIORNA_PREZZI_STD_CON_PRZ_MED_POND.PRG,ALTA,
Altro > Anagrafiche > Listini di vendita,Check18,Gestione sconti per cliente / canale di vendita / gruppo merc. ind. (u_sco_cv),U_AZI_PB.AZI_LISCV,boolean,,Gestione sconti per cliente / canale di vendita / gruppo merc. ind. (u_sco_cv),Caricato all'avvio in PUB_LISCV (APPLILIB.AQUADOCU); condiziona AGGIORNA_PREZZI_STD_CON_PRZ_MED_POND: `PUB_LISCV = .F.`,APPLILIB.PRG (AQUADOCU);AGGIORNA_PREZZI_STD_CON_PRZ_MED_POND.PRG;STARTUP_MODIFICHE.PRG,ALTA,
Altro > Anagrafiche > Listini di vendita,Check20,Gestione listino vendita a scalare in base alla quantità venduta (u_lis_tt),U_AZI_PB.AZI_LISVESCA,boolean,,Gestione listino vendita a scalare in base alla quantità venduta (u_lis_tt),Caricato all'avvio in PUB_LISVESCA (APPLILIB.AQUADOCU); condiziona AGGIORNA_PREZZI_STD_CON_PRZ_MED_POND: `PUB_LISVESCA = .F.`,APPLILIB.PRG (AQUADOCU);AGGIORNA_PREZZI_STD_CON_PRZ_MED_POND.PRG;STARTUP_MODIFICHE.PRG,ALTA,
Altro > Anagrafiche > Listini di vendita,Check22,Gestione dei 3 sconti + prezzo caricati in listino cliente/articolo  (u_lis_tt),U_AZI_AN.AZI_LIS04,boolean,,Gestione dei 3 sconti + prezzo caricati in listino cliente/articolo  (u_lis_tt),Caricato all'avvio in PUB_LIS04 (APPLILIB.AQUADOCU); condiziona applilib_sergio.prg.OK_LIST: `IF PUB_LIS04`,APPLILIB.PRG (AQUADOCU);applilib_sergio.prg (OK_LIST);AGGIORNA_PREZZI_STD_CON_PRZ_MED_POND.PRG;I248_STARTUP.PRG,ALTA,
Altro > Anagrafiche > Listini di acquisto,Check14,"[Proponi aggiornamento prezzo di costo in scheda ""Articoli fornitori"" dell'anagrafica articoli sia in Carichi da fornitore che in Ordini a fornitore]",U_AZI_PA.AZI_CARFOR,boolean,,"[Proponi aggiornamento prezzo di costo in scheda ""Articoli fornitori"" dell'anagrafica articoli sia in Carichi da fornitore che in Ordini a fornitore]",Caricato all'avvio in PUB_CARFOR (APPLILIB.AQUADOCU); condiziona AQMLIB.AQM_GESTIONE_DETTAGLI_DDT_CLAVORO: `IF PUB_CARFOR`,APPLILIB.PRG (AQUADOCU);AQMLIB.PRG (AQM_GESTIONE_DETTAGLI_DDT_CLAVORO);applilib_sergio.prg (MOVIMAGA);STARTUP.PRG,ALTA,
Altro > Anagrafiche > Listini di acquisto,Check17,Gestione sconti ai prezzi di acquisto in base al tipo listino di anagrafica articoli,U_AZI_PA.AZI_LIFSCO,boolean,,Gestione sconti ai prezzi di acquisto in base al tipo listino di anagrafica articoli,Caricato all'avvio in PUB_LIFSCO (APPLILIB.AQUADOCU); condiziona STARTUP_MODIFICHE: `PUB_LIFSCO = .F.`,APPLILIB.PRG (AQUADOCU);STARTUP_MODIFICHE.PRG;adminlib.PRG (AQUADOCU),ALTA,
Altro > Anagrafiche > Listini di acquisto,Check18,Obbliga la valorizzazione del prezzo di costo proponendo l'ultimo prezzo di costo in carichi manuali e da DDT fornitore,U_AZI_PA.AZI_FLGPCO,boolean,,Obbliga la valorizzazione del prezzo di costo proponendo l'ultimo prezzo di costo in carichi manuali e da DDT fornitore,Caricato all'avvio in PUB_FLGPCO (APPLILIB.AQUADOCU); condiziona AQMLIB.AQM_VALORIZZA_VARIABILI_MAGAZZINO: `IF PUB_FLGPCO AND AQM_PRZCON = 0`,APPLILIB.PRG (AQUADOCU);AQMLIB.PRG (AQM_VALORIZZA_VARIABILI_MAGAZZINO);STARTUP_MODIFICHE.PRG,ALTA,
Altro > Anagrafiche > Listini di acquisto,Check20,Gestione listino acquisti AZIENDALE tramite  il listino azienda/articolo  (u_lis_aa)  in funzione del TIPO LISTINO  presente in anagrafica fornitori (SE ESISTE ESCLUDE GLI ALTRI LISTINI),U_AZI_PA.AZI_LISAA,boolean,,Gestione listino acquisti AZIENDALE tramite  il listino azienda/articolo  (u_lis_aa)  in funzione del TIPO LISTINO  presente in anagrafica fornitori (SE ESISTE ESCLUDE GLI ALTRI LISTINI),Caricato all'avvio in PUB_LISAA (APPLILIB.AQUADOCU); condiziona applilib_sergio.prg._LISTFO: `IF PUB_LISAA`,APPLILIB.PRG (AQUADOCU);applilib_sergio.prg (_LISTFO);STARTUP_MODIFICHE.PRG;applilib_sergio.prg (AQUADOCU),ALTA,
Altro > Anagrafiche > Listini di acquisto,Check1,Gestione listini di acquisto in base agli sconti per TIPO LISTINO per determinare anche il prezzo di VENDITA DIRETTA  al BANCO,U_AZI_PB.AZI_FLGSCF,boolean,,Gestione listini di acquisto in base agli sconti per TIPO LISTINO per determinare anche il prezzo di VENDITA DIRETTA  al BANCO,Caricato all'avvio in PUB_FLGSCF (APPLILIB.AQUADOCU); condiziona AGGIORNA_PREZZI_STD_CON_PRZ_MED_POND: `PUB_FLGSCF = .F.`,APPLILIB.PRG (AQUADOCU);AGGIORNA_PREZZI_STD_CON_PRZ_MED_POND.PRG;STARTUP_MODIFICHE.PRG,ALTA,
Altro > Anagrafiche > Vendite al banco,Check1,"Determina SCONTI/MAGGIORAZIONI DI VENDITA in base allo SCONTO DI ACQUISTO PIU' ALTO, per cui se il prodotto VENDUTO è stato acquistato in precedenza da un fornitore CHE CONCEDE UNO SCONTO DI ACQUISTO BASSO: il GUADAGNO E' MINORE)",U_AZI_PB.AZI_SCAALT,boolean,,"Determina SCONTI/MAGGIORAZIONI DI VENDITA in base allo SCONTO DI ACQUISTO PIU' ALTO, per cui se il prodotto VENDUTO è stato acquistato in precedenza da un fornitore CHE CONCEDE UNO SCONTO DI ACQUISTO BASSO: il GUADAGNO E' MINORE)",Caricato all'avvio in PUB_SCAALT (APPLILIB.AQUADOCU); condiziona STARTUP_MODIFICHE: `PUB_SCAALT = .F.`,APPLILIB.PRG (AQUADOCU);STARTUP_MODIFICHE.PRG,ALTA,
Altro > Anagrafiche > Vendite al banco,Check2,"Determina SCONTI/MAGGIORAZIONI DI VENDITA in base allo SCONTO DI ACQUISTO PIU' BASSO a prescindere dal fornitore, per cui se il prodotto VENDUTO è acquistato da un produttore CHE CONCEDE UNO SCONTO DI ACQUISTO MAGGIORE: il GUADAGNO E' MAGGIORE)",U_AZI_PB.AZI_SCABAS,boolean,,"Determina SCONTI/MAGGIORAZIONI DI VENDITA in base allo SCONTO DI ACQUISTO PIU' BASSO a prescindere dal fornitore, per cui se il prodotto VENDUTO è acquistato da un produttore CHE CONCEDE UNO SCONTO DI ACQUISTO MAGGIORE: il GUADAGNO E' MAGGIORE)",Caricato all'avvio in PUB_SCABAS (APPLILIB.AQUADOCU); condiziona STARTUP_MODIFICHE: `PUB_SCABAS = .F.`,APPLILIB.PRG (AQUADOCU);STARTUP_MODIFICHE.PRG,ALTA,
Altro > Anagrafiche > Vendite al banco,Check3,Determina SCONTI/MAGGIORAZIONI DI VENDITA in base allo SCONTO DI VENDITA PIU' BASSO o della MAGGIORAZIONE PIU' ALTA,U_AZI_PB.AZI_SCVBAS,boolean,,Determina SCONTI/MAGGIORAZIONI DI VENDITA in base allo SCONTO DI VENDITA PIU' BASSO o della MAGGIORAZIONE PIU' ALTA,Caricato all'avvio in PUB_SCVBAS (APPLILIB.AQUADOCU); condiziona STARTUP_MODIFICHE: `PUB_SCVBAS = .F.`,APPLILIB.PRG (AQUADOCU);STARTUP_MODIFICHE.PRG,ALTA,
Altro > Documenti > Anagrafica clienti,Check3,Disabilita la gestione posticipi fissi per tutto l'anno,U_AZI_PA.AZI_NOPOSTI,boolean,,Disabilita la gestione posticipi fissi per tutto l'anno,Caricato all'avvio in PUB_NOPOSTI (APPLILIB.AQUADOCU); condiziona STARTUP_MODIFICHE: `PUB_NOPOSTI = .F. && DISABILITA LA GESTIONE DEI POSTICIPI NELL'ANAGRAFICA CLIENTI`,APPLILIB.PRG (AQUADOCU);STARTUP_MODIFICHE.PRG;adminlib.PRG (AQUADOCU),ALTA,
Altro > Documenti > Anagrafica clienti,Check1,"Durante la digitazione dati in anagrafica clienti , non mostrare i seguenti campi :",U_AZI_PB.AZI_NOCAMPICLI,boolean,,"Durante la digitazione dati in anagrafica clienti , non mostrare i seguenti campi :",Caricato all'avvio in PUB_NOCAMPICLI (APPLILIB.AQUADOCU); condiziona STARTUP_MODIFICHE: `PUB_NOCAMPICLI = .F.`,APPLILIB.PRG (AQUADOCU);STARTUP_MODIFICHE.PRG;applilib_sergio.prg (AQUADOCU),ALTA,
Altro > Documenti > Anagrafica clienti,Check2,Disabilita la scheda produzione,U_AZI_PB.AZI_NOSKPROD,boolean,,Disabilita la scheda produzione,Caricato all'avvio in PUB_NOSKPROD (APPLILIB.AQUADOCU); condiziona STARTUP_MODIFICHE: `PUB_NOSKPROD = .F.`,APPLILIB.PRG (AQUADOCU);STARTUP_MODIFICHE.PRG;applilib_sergio.prg (AQUADOCU),ALTA,
Altro > Documenti > Anagrafica clienti,Check4,"Durante la digitazione dati in anagrafica clienti , i seguenti campi sono obbligatori :",U_AZI_PA.AZI_ANACLI,boolean,,"Durante la digitazione dati in anagrafica clienti , i seguenti campi sono obbligatori :",Caricato all'avvio in PUB_ANACLI (APPLILIB.AQUADOCU); condiziona STARTUP_MODIFICHE: `PUB_ANACLI = .F.`,APPLILIB.PRG (AQUADOCU);STARTUP_MODIFICHE.PRG;applilib_sergio.prg (AQUADOCU),ALTA,
Altro > Documenti > Anagrafica clienti,Check5,Disabilita la scheda conti e gestisce solo il primo centro di costo in scheda contabili,U_AZI_PB.AZI_NOCONTI,boolean,,Disabilita la scheda conti e gestisce solo il primo centro di costo in scheda contabili,Caricato all'avvio in PUB_NOCONTI (APPLILIB.AQUADOCU); condiziona STARTUP_MODIFICHE: `PUB_NOCONTI = .F.`,APPLILIB.PRG (AQUADOCU);STARTUP_MODIFICHE.PRG;applilib_sergio.prg (AQUADOCU),ALTA,
Altro > Documenti > Anagrafica clienti,Check6,Non propone nulla di automatico nei campi obbligatori dell'anagrafica clienti,U_AZI_PB.AZI_CLIOBL,boolean,,Non propone nulla di automatico nei campi obbligatori dell'anagrafica clienti,Caricato all'avvio in PUB_CLIOBL (APPLILIB.AQUADOCU); condiziona STARTUP_MODIFICHE: `PUB_CLIOBL = .F.`,APPLILIB.PRG (AQUADOCU);STARTUP_MODIFICHE.PRG;applilib_sergio.prg (AQUADOCU),ALTA,
Altro > Documenti > Anagrafica clienti,Check7,Controllo bloccante di mutua esclusività Cod. Fiscale / Partita Iva / Partita Iva CEE (anagr. clienti e fornitori),U_AZI_PB.AZI_CFPIOBBL,boolean,,Controllo bloccante di mutua esclusività Cod. Fiscale / Partita Iva / Partita Iva CEE (anagr. clienti e fornitori),Caricato all'avvio in PUB_CFPIOBBL (APPLILIB.AQUADOCU); condiziona STARTUP_MODIFICHE: `PUB_CFPIOBBL = .F.`,APPLILIB.PRG (AQUADOCU);STARTUP_MODIFICHE.PRG;applilib_sergio.prg (AQUADOCU),ALTA,Controllo presente in piu tab del form.
Altro > Documenti > Anagrafica clienti,Check8,Non visualizza negli help i clienti il cui codice compare in Anagrafica Fornitori come Codice cliente per compensazioni acquisti cee/reverse charge,U_AZI_PB.AZI_NOCLICEE,boolean,,Non visualizza negli help i clienti il cui codice compare in Anagrafica Fornitori come Codice cliente per compensazioni acquisti cee/reverse charge,Caricato all'avvio in PUB_NOCLICEE (APPLILIB.AQUADOCU); condiziona PROJLIB.seek_u_cli_an: `IF !_includi_for_clicee AND PUB_NOCLICEE && ERASMO - 18/11/2015 - ESCLUDE I CLIENTI PRESENTI IN U_FOR_AN.FOR_CLICEE (SE `,APPLILIB.PRG (AQUADOCU);PROJLIB.PRG (seek_u_cli_an);RITIRI.PRG;ECOMMERCE_IMPORTA_ORDINI_CLIENTI_CARD_SCHEDULED.PRG,ALTA,
Altro > Documenti,txtCli_valuta14,Cosa tratta,U_AZI_AN.AZI_COSATRATTA,text,,Cosa tratta,Caricato all'avvio in PUB_COSATRATTA (APPLILIB.AQUADOCU); condiziona CONVERTILIB.CONV_U_FOR_AN: `M.FOR_COSATRATTA = PUB_COSATRATTA`,APPLILIB.PRG (AQUADOCU);CONVERTILIB.PRG (CONV_U_FOR_AN);CONVERTILIB_e.PRG (CONV_U_FOR_AN),MEDIA,
Altro > Documenti,Text9,Grado di importanza,U_AZI_AN.AZI_GRADOIMPORTANZA,text,,Grado di importanza,Caricato all'avvio in PUB_GRADOIMPORTANZA (APPLILIB.AQUADOCU); condiziona CONVERTILIB.CONV_U_FOR_AN: `M.FOR_GRADOIMPORTANZA = PUB_GRADOIMPORTANZA`,APPLILIB.PRG (AQUADOCU);CONVERTILIB.PRG (CONV_U_FOR_AN);CONVERTILIB_e.PRG (CONV_U_FOR_AN),ALTA,
Altro > Documenti,Text10,Metodo preferenziale di pagamento,U_AZI_AN.AZI_FORMAPAGAMENTO,text,,Metodo preferenziale di pagamento,Caricato all'avvio in PUB_FORMAPAGAMENTO (APPLILIB.AQUADOCU); condiziona CONVERTILIB.CONV_U_FOR_AN: `M.FOR_FORMAPAGAMENTO = PUB_FORMAPAGAMENTO`,APPLILIB.PRG (AQUADOCU);CONVERTILIB.PRG (CONV_U_FOR_AN);CONVERTILIB_e.PRG (CONV_U_FOR_AN),ALTA,
Altro > Documenti,Text11,Flusso finanziario,U_AZI_AN.AZI_TIPOCONTRATTO,text,,Flusso finanziario,Caricato all'avvio in PUB_TIPOCONTRATTO (APPLILIB.AQUADOCU); condiziona CONVERTILIB.CONV_U_FOR_AN: `M.FOR_TIPOCONTRATTO = PUB_TIPOCONTRATTO`,APPLILIB.PRG (AQUADOCU);CONVERTILIB.PRG (CONV_U_FOR_AN);CONVERTILIB_e.PRG (CONV_U_FOR_AN),ALTA,
Altro > Documenti,Text12,"(""Tipo contratto di acquisto"")",U_AZI_AN.AZI_CONAQUISTO,text,,"(""Tipo contratto di acquisto"")",Caricato all'avvio in PUB_CONAQUISTO (APPLILIB.AQUADOCU); condiziona CONVERTILIB.CONV_U_FOR_AN: `M.FOR_CODACQ = ALLTRIM(PUB_CONAQUISTO)`,APPLILIB.PRG (AQUADOCU);CONVERTILIB.PRG (CONV_U_FOR_AN);CONVERTILIB_e.PRG (CONV_U_FOR_AN),ALTA,
Altro > Documenti,Text13,Priorità di pagamento,U_AZI_AN.AZI_PRIPAGA,text,,Priorità di pagamento,Caricato all'avvio in PUB_PRIORITAPAGAMENTO (APPLILIB.AQUADOCU); condiziona CONVERTILIB.CONV_U_FOR_AN: `M.FOR_PRIPAGA = ALLTRIM(PUB_PRIORITAPAGAMENTO)`,APPLILIB.PRG (AQUADOCU);CONVERTILIB.PRG (CONV_U_FOR_AN);CONVERTILIB_e.PRG (CONV_U_FOR_AN),ALTA,
Altro > Documenti,Check6,Non propone nulla di automatico nei campi obbligatori dell'anagrafica fornitori,U_AZI_PB.AZI_FOROBL,boolean,,Non propone nulla di automatico nei campi obbligatori dell'anagrafica fornitori,Caricato all'avvio in PUB_FOROBL (APPLILIB.AQUADOCU); condiziona STARTUP_MODIFICHE: `PUB_FOROBL = .F.`,APPLILIB.PRG (AQUADOCU);STARTUP_MODIFICHE.PRG;applilib_sergio.prg (AQUADOCU),ALTA,
Altro > Documenti,Check7,Controllo bloccante di mutua esclusività Cod. Fiscale / Partita Iva / Partita Iva CEE (anagr. clienti e fornitori),U_AZI_PB.AZI_CFPIOBBL,boolean,,Controllo bloccante di mutua esclusività Cod. Fiscale / Partita Iva / Partita Iva CEE (anagr. clienti e fornitori),Caricato all'avvio in PUB_CFPIOBBL (APPLILIB.AQUADOCU); condiziona STARTUP_MODIFICHE: `PUB_CFPIOBBL = .F.`,APPLILIB.PRG (AQUADOCU);STARTUP_MODIFICHE.PRG;applilib_sergio.prg (AQUADOCU),ALTA,Controllo presente in piu tab del form.
Altro > Documenti > Anagrafica articoli,Check4,Gestione prezzi di costo/ricavo in funzione della distinta base,U_AZI_PA.AZI_PRZDIB,boolean,,Gestione prezzi di costo/ricavo in funzione della distinta base,Caricato all'avvio in PUB_PRZDIB (APPLILIB.AQUADOCU); condiziona AQMLIB.AQM_GESTIONE_DETTAGLI_DDT_CLAVORO: `IF PUB_PRZDIB`,APPLILIB.PRG (AQUADOCU);AQMLIB.PRG (AQM_GESTIONE_DETTAGLI_DDT_CLAVORO);AQMLIB.PRG (AQM_GESTIONE_PREZZO_LAVORAZIONE_ESTERNA);AGGIORNA_PREZZI_STD_CON_PRZ_MED_POND.PRG,ALTA,
Altro > Documenti > Anagrafica articoli,Check16,Gestione della taglia nel codice articolo,U_AZI_AN.AZI_CTRTAG,boolean,,Gestione della taglia nel codice articolo,Caricato all'avvio in PUB_CTRTAG (APPLILIB.AQUADOCU); condiziona WOOCOMMERCE_IMPORTA_ORDINI: `IF PUB_CTRTAG .OR. PUB_CTRCOL`,APPLILIB.PRG (AQUADOCU);WOOCOMMERCE_IMPORTA_ORDINI.PRG;I248_STARTUP.PRG;STARTUP.PRG,ALTA,
Altro > Documenti > Anagrafica articoli,Text5,Carattere che separa taglia e colore,U_AZI_AN.AZI_CATACO,text,,Carattere che separa taglia e colore,Caricato all'avvio in PUB_CATACO (APPLILIB.AQUADOCU); condiziona I248_STARTUP: `PUB_CATACO = SPACE(01)`,APPLILIB.PRG (AQUADOCU);I248_STARTUP.PRG;STARTUP.PRG,ALTA,
Altro > Documenti > Anagrafica articoli,Check17,Gestione del colore nel codice articolo,U_AZI_AN.AZI_CTRCOL,boolean,,Gestione del colore nel codice articolo,Caricato all'avvio in PUB_CTRCOL (APPLILIB.AQUADOCU); condiziona WOOCOMMERCE_IMPORTA_ORDINI: `IF PUB_CTRTAG .OR. PUB_CTRCOL`,APPLILIB.PRG (AQUADOCU);WOOCOMMERCE_IMPORTA_ORDINI.PRG;I248_STARTUP.PRG;STARTUP.PRG,ALTA,
Altro > Documenti > Anagrafica articoli,Check1,Gestione editorie,U_AZI_AN.AZI_GESEDI,boolean,,Gestione editorie,"Caricato all'avvio in PUB_GESEDI (APPLILIB.AQUADOCU); condiziona I248_STARTUP: `PUB_CAUREF,PUB_CAUCAS,PUB_CODCAS,PUB_GESEDI,PUB_ARTABB`",APPLILIB.PRG (AQUADOCU);I248_STARTUP.PRG,MEDIA,
Altro > Documenti > Anagrafica articoli,Text8,Numero lotto,U_AZI_AN.AZI_NUMLOT,text,,Numero lotto,"Caricato all'avvio in PUB_NUMLOT (APPLILIB.AQUADOCU); condiziona I248_STARTUP: `PUB_CAURIF,PUB_CAUPDV,PUB_NUMLOT,PUB_CONTO,PUB_EAISBN,PUB_CDISBN,PUB_TIPCAS, ;`",APPLILIB.PRG (AQUADOCU);I248_STARTUP.PRG,ALTA,
Altro > Documenti > Anagrafica articoli,Check3,Gestione codice ean/isbn,U_AZI_AN.AZI_EAISBN,boolean,,Gestione codice ean/isbn,Caricato all'avvio in PUB_EAISBN (APPLILIB.AQUADOCU); condiziona applilib_sergio.prg.ISBNEAN: `IF PUB_EAISBN`,APPLILIB.PRG (AQUADOCU);applilib_sergio.prg (ISBNEAN);I248_STARTUP.PRG,ALTA,
Altro > Documenti > Anagrafica articoli,Check2,Accesso ad anagrafica articoli per descrizione,U_AZI_AN.AZI_SKART,boolean,,Accesso ad anagrafica articoli per descrizione,Caricato all'avvio in PUB_SKART (APPLILIB.AQUADOCU); condiziona PROJLIB.seek_u_dis_tt: `IF PUB_SKART && ACCESSO PER DESCRIZIONE ARTICOLO`,APPLILIB.PRG (AQUADOCU);PROJLIB.PRG (seek_u_dis_tt);CARDIOLINE_FR_SYNC_SCHEDULED.PRG,ALTA,
Altro > Documenti > Anagrafica articoli,Check5,"Durante la digitazione dati in anagrafica articoli , i seguenti campi sono obbligatori :",U_AZI_PB.AZI_ANAART,boolean,,"Durante la digitazione dati in anagrafica articoli , i seguenti campi sono obbligatori :",Caricato all'avvio in PUB_ANAART (APPLILIB.AQUADOCU); condiziona STARTUP_MODIFICHE: `PUB_ANAART = .F.`,APPLILIB.PRG (AQUADOCU);STARTUP_MODIFICHE.PRG;applilib_sergio.prg (AQUADOCU),ALTA,
Altro > Documenti > Anagrafica articoli,Check6,"Durante la digitazione dati in anagrafica articoli , non mostrare i seguenti campi :",U_AZI_PB.AZI_NOCAMPIART,boolean,,"Durante la digitazione dati in anagrafica articoli , non mostrare i seguenti campi :",Caricato all'avvio in PUB_NOCAMPIART (APPLILIB.AQUADOCU); condiziona STARTUP_MODIFICHE: `PUB_NOCAMPIART = .F.`,APPLILIB.PRG (AQUADOCU);STARTUP_MODIFICHE.PRG;applilib_sergio.prg (AQUADOCU),ALTA,
Altro > Documenti > Anagrafica articoli,Check10,Non aggiorna in anagrafica articoli il gruppo se articoli senza DI.BA.,U_AZI_PB.AZI_NOGRUP,boolean,,Non aggiorna in anagrafica articoli il gruppo se articoli senza DI.BA.,Caricato all'avvio in PUB_NOGRUP (APPLILIB.AQUADOCU); condiziona STARTUP_MODIFICHE: `PUB_NOGRUP = .F.`,APPLILIB.PRG (AQUADOCU);STARTUP_MODIFICHE.PRG,ALTA,Controllo presente in piu tab del form.
Altro > Documenti > Anagrafica articoli,Check7,Abilita possibilità di inserimento codici articolo più lunghi di 16 caratteri (fino a 30 caratteri),U_AZI_PB.AZI_CDAR30,boolean,,Abilita possibilità di inserimento codici articolo più lunghi di 16 caratteri (fino a 30 caratteri),Caricato all'avvio in PUB_CDAR30 (APPLILIB.AQUADOCU); condiziona STARTUP_MODIFICHE: `PUB_CDAR30 = .F.`,APPLILIB.PRG (AQUADOCU);STARTUP_MODIFICHE.PRG,ALTA,
Altro > Documenti > Anagrafica fornitori,Check3,Abilita la gestione dei parametri di sistema in modalità grafica ad albero,U_AZI_PB.AZI_PARATREE,boolean,,Abilita la gestione dei parametri di sistema in modalità grafica ad albero,Caricato all'avvio in PUB_PARATREE (APPLILIB.AQUADOCU); condiziona WINLIB.ESEGUE_FORM_PARAMETRI: `IF !PUB_PARATREE && NON è ATTIVA LA GESTIONE DEI PARAMETRI AD ALBERO`,APPLILIB.PRG (AQUADOCU);WINLIB.PRG (ESEGUE_FORM_PARAMETRI);STARTUP_MODIFICHE.PRG,ALTA,
Altro > Web > Preventivi clienti,Check3,Calcola lo sconto dal prezzo netto digitato manualmente,U_AZI_PB.AZI_CALSCOF,boolean,,Calcola lo sconto dal prezzo netto digitato manualmente,Caricato all'avvio in PUB_CALSCOF (APPLILIB.AQUADOCU); condiziona STARTUP_MODIFICHE: `PUB_CALSCOF = .F.`,APPLILIB.PRG (AQUADOCU);STARTUP_MODIFICHE.PRG;applilib_sergio.prg (AQUADOCU),ALTA,
Altro > Web > Preventivi clienti,Check14,"Durante la digitazione dati nei preventivi , i seguenti campi sono obbligatori :",U_AZI_PB.AZI_DOCOFF,boolean,,"Durante la digitazione dati nei preventivi , i seguenti campi sono obbligatori :",Caricato all'avvio in PUB_DOCOFF (APPLILIB.AQUADOCU); condiziona STARTUP_MODIFICHE: `PUB_DOCOFF = .F.`,APPLILIB.PRG (AQUADOCU);STARTUP_MODIFICHE.PRG;applilib_sergio.prg (AQUADOCU),ALTA,
Altro > Web > Preventivi clienti,Check2,Impedisce l'inserimento dei preventivi clienti se in anagrafica i dati obbligatori  non sono  codificati correttamente,U_AZI_PB.AZI_CTRCLOF,boolean,,Impedisce l'inserimento dei preventivi clienti se in anagrafica i dati obbligatori  non sono  codificati correttamente,Caricato all'avvio in PUB_CTRCLOF (APPLILIB.AQUADOCU); condiziona STARTUP_MODIFICHE: `PUB_CTRCLOF = .F.`,APPLILIB.PRG (AQUADOCU);STARTUP_MODIFICHE.PRG;applilib_sergio.prg (AQUADOCU),ALTA,
Altro > Web > Preventivi clienti,Check4,Obbligatorietà classe doganale/servizi intrastat da anagrafica articoli,U_AZI_PB.AZI_CLSIOBBL,boolean,,Obbligatorietà classe doganale/servizi intrastat da anagrafica articoli,Caricato all'avvio in PUB_CLSIOBBL (APPLILIB.AQUADOCU); condiziona STARTUP_MODIFICHE: `PUB_CLSIOBBL = .F.`,APPLILIB.PRG (AQUADOCU);STARTUP_MODIFICHE.PRG;applilib_sergio.prg (AQUADOCU),ALTA,Controllo presente in piu tab del form.
Altro > Web > Ordini clienti > Abilitazioni varie (1),Check13,Disabilita la gestione automatica del numero ordine cliente,U_AZI_AN.AZI_NORD,boolean,,Disabilita la gestione automatica del numero ordine cliente,Caricato all'avvio in PUB_NORD (APPLILIB.AQUADOCU); condiziona ECOMMERCE_IMPORTA_ORDINI_CLIENTI_CARD: `IF !PUB_NORD && SE VERO NON GESTISCE IL NUMERO ORDINE CLIENTE`,APPLILIB.PRG (AQUADOCU);ECOMMERCE_IMPORTA_ORDINI_CLIENTI_CARD.PRG;ECOMMERCE_IMPORTA_ORDINI_CLIENTI_CARD_TEMP.PRG;ECOMMERCE_ESPORTA_DISPONIBILITA_PRODOTTI_CARD_SCHEDULED.prg,ALTA,
Altro > Web > Ordini clienti > Abilitazioni varie (1),Check22,Visualizza un messaggio in caso di creazione ordine con articolo di produzione senza Distinta Base,U_AZI_PA.AZI_MSGORDNODB,boolean,,Visualizza un messaggio in caso di creazione ordine con articolo di produzione senza Distinta Base,Caricato all'avvio in PUB_MSGORDNODB (APPLILIB.AQUADOCU); condiziona STARTUP_MODIFICHE: `PUB_MSGORDNODB = .F.`,APPLILIB.PRG (AQUADOCU);STARTUP_MODIFICHE.PRG;adminlib.PRG (AQUADOCU),ALTA,
